equipment_id,equipment_type,cycle,timestamp,temperature,vibration,pressure,current,rpm
HIST-004,Turbine,247,2024-03-02 12:00:00,67.359,1.565,131.78,45.893,1522.895
HIST-004,Turbine,248,2024-03-02 18:00:00,66.119,2.184,119.604,49.429,1506.563
HIST-004,Turbine,249,2024-03-03 00:00:00,62.066,1.756,125.086,50.582,1502.644
HIST-004,Turbine,250,2024-03-03 06:00:00,62.796,2.685,122.5,50.584,1497.002
HIST-004,Turbine,251,2024-03-03 12:00:00,63.333,2.253,131.062,49.099,1499.242
HIST-004,Turbine,252,2024-03-03 18:00:00,63.29,1.928,123.894,47.766,1519.569
HIST-004,Turbine,253,2024-03-04 00:00:00,64.819,1.99,124.921,49.73,1500.056
HIST-004,Turbine,254,2024-03-04 06:00:00,66.229,1.633,127.07,50.311,1494.075
HIST-004,Turbine,255,2024-03-04 12:00:00,67.51,1.87,129.689,51.68,1491.532
HIST-004,Turbine,256,2024-03-04 18:00:00,65.616,2.505,132.933,50.362,1491.694
HIST-004,Turbine,257,2024-03-05 00:00:00,64.109,2.87,132.546,49.058,1478.969
HIST-004,Turbine,258,2024-03-05 06:00:00,60.836,2.418,132.11,51.567,1488.744
HIST-004,Turbine,259,2024-03-05 12:00:00,65.141,2.172,128.918,46.395,1522.476
HIST-004,Turbine,260,2024-03-05 18:00:00,65.052,2.07,133.54,53.092,1496.901
HIST-004,Turbine,261,2024-03-06 00:00:00,65.366,1.913,132.127,56.816,1510.566
HIST-004,Turbine,262,2024-03-06 06:00:00,69.212,2.818,136.333,48.693,1462.819
HIST-004,Turbine,263,2024-03-06 12:00:00,67.481,2.143,131.139,51.627,1508.525
HIST-004,Turbine,264,2024-03-06 18:00:00,66.57,2.835,131.727,51.82,1497.58
HIST-004,Turbine,265,2024-03-07 00:00:00,63.076,2.618,136.548,52.605,1492.778
HIST-004,Turbine,266,2024-03-07 06:00:00,63.974,1.678,141.014,54.687,1502.714
HIST-004,Turbine,267,2024-03-07 12:00:00,64.81,2.0,135.137,53.545,1492.563
HIST-004,Turbine,268,2024-03-07 18:00:00,63.449,1.999,140.372,53.749,1468.142
HIST-004,Turbine,269,2024-03-08 00:00:00,66.001,2.176,135.566,54.647,1513.834
HIST-004,Turbine,270,2024-03-08 06:00:00,65.714,2.182,147.735,54.994,1503.645
HIST-005,Conveyor,1,2024-01-01 00:00:00,59.666,2.413,99.208,40.884,1496.152
HIST-005,Conveyor,2,2024-01-01 06:00:00,64.866,2.275,96.497,39.499,1498.959
HIST-005,Conveyor,3,2024-01-01 12:00:00,69.166,2.249,103.247,38.632,1488.104
HIST-005,Conveyor,4,2024-01-01 18:00:00,67.652,1.899,97.69,40.505,1501.184
HIST-005,Conveyor,5,2024-01-02 00:00:00,61.306,1.678,99.716,41.841,1493.492
HIST-005,Conveyor,6,2024-01-02 06:00:00,64.373,1.938,96.296,41.559,1516.359
HIST-005,Conveyor,7,2024-01-02 12:00:00,62.597,2.186,104.671,39.797,1497.576
HIST-005,Conveyor,8,2024-01-02 18:00:00,68.422,1.568,103.465,41.314,1510.445
HIST-005,Conveyor,9,2024-01-03 00:00:00,65.489,2.037,99.905,41.302,1503.048
HIST-005,Conveyor,10,2024-01-03 06:00:00,63.464,2.126,96.538,39.869,1478.969
HIST-005,Conveyor,11,2024-01-03 12:00:00,65.068,2.135,104.608,38.96,1498.64
HIST-005,Conveyor,12,2024-01-03 18:00:00,59.785,2.001,98.902,39.047,1481.466
HIST-005,Conveyor,13,2024-01-04 00:00:00,62.83,2.098,96.684,41.257,1498.378
HIST-005,Conveyor,14,2024-01-04 06:00:00,65.073,2.717,94.714,39.937,1488.823
HIST-005,Conveyor,15,2024-01-04 12:00:00,66.691,2.399,98.062,38.431,1505.729
HIST-005,Conveyor,16,2024-01-04 18:00:00,61.117,2.032,95.636,37.473,1479.865
HIST-005,Conveyor,17,2024-01-05 00:00:00,64.238,2.179,98.132,41.248,1500.221
HIST-005,Conveyor,18,2024-01-05 06:00:00,67.019,2.192,102.233,39.18,1508.586
HIST-005,Conveyor,19,2024-01-05 12:00:00,62.097,1.97,98.874,40.496,1513.614
HIST-005,Conveyor,20,2024-01-05 18:00:00,65.458,1.969,101.067,41.86,1488.537
HIST-005,Conveyor,21,2024-01-06 00:00:00,65.132,2.503,97.83,38.037,1500.266
HIST-005,Conveyor,22,2024-01-06 06:00:00,68.429,2.074,100.196,39.932,1502.762
HIST-005,Conveyor,23,2024-01-06 12:00:00,64.54,1.872,105.763,39.744,1523.207
HIST-005,Conveyor,24,2024-01-06 18:00:00,64.657,2.187,98.955,40.57,1477.78
HIST-005,Conveyor,25,2024-01-07 00:00:00,66.71,2.235,101.153,41.859,1486.333
HIST-005,Conveyor,26,2024-01-07 06:00:00,62.347,1.608,95.303,38.006,1542.067
HIST-005,Conveyor,27,2024-01-07 12:00:00,64.558,2.188,104.56,40.855,1495.904
HIST-005,Conveyor,28,2024-01-07 18:00:00,64.089,2.46,98.568,41.547,1471.635
HIST-005,Conveyor,29,2024-01-08 00:00:00,64.722,2.335,103.152,39.72,1491.262
HIST-005,Conveyor,30,2024-01-08 06:00:00,66.697,2.869,99.63,39.794,1458.467
HIST-005,Conveyor,31,2024-01-08 12:00:00,66.108,2.575,101.835,40.628,1503.614
HIST-005,Conveyor,32,2024-01-08 18:00:00,63.503,2.635,102.013,40.517,1512.147
HIST-005,Conveyor,33,2024-01-09 00:00:00,65.273,3.04,98.643,40.874,1486.325
HIST-005,Conveyor,34,2024-01-09 06:00:00,67.981,2.427,103.276,40.842,1492.939
HIST-005,Conveyor,35,2024-01-09 12:00:00,63.337,2.249,97.723,38.527,1513.855
HIST-005,Conveyor,36,2024-01-09 18:00:00,65.29,2.492,102.334,41.485,1473.747
HIST-005,Conveyor,37,2024-01-10 00:00:00,64.614,2.032,98.829,41.75,1480.176
HIST-005,Conveyor,38,2024-01-10 06:00:00,64.874,2.232,101.049,40.279,1496.578
HIST-005,Conveyor,39,2024-01-10 12:00:00,61.739,2.006,98.614,37.759,1488.715
HIST-005,Conveyor,40,2024-01-10 18:00:00,67.822,2.319,100.15,39.828,1495.592
HIST-005,Conveyor,41,2024-01-11 00:00:00,63.451,2.004,96.776,40.292,1481.044
HIST-005,Conveyor,42,2024-01-11 06:00:00,67.052,1.994,100.743,38.283,1503.215
HIST-005,Conveyor,43,2024-01-11 12:00:00,63.757,2.324,100.133,39.46,1497.762
HIST-005,Conveyor,44,2024-01-11 18:00:00,63.749,2.159,98.38,37.886,1508.238
HIST-005,Conveyor,45,2024-01-12 00:00:00,67.426,1.622,99.835,40.911,1503.006
HIST-005,Conveyor,46,2024-01-12 06:00:00,66.988,1.763,100.402,40.249,1503.1
HIST-005,Conveyor,47,2024-01-12 12:00:00,65.417,1.856,98.151,37.531,1478.305
HIST-005,Conveyor,48,2024-01-12 18:00:00,66.522,1.935,99.614,40.527,1507.389
HIST-005,Conveyor,49,2024-01-13 00:00:00,64.423,2.324,96.983,39.915,1495.037
HIST-005,Conveyor,50,2024-01-13 06:00:00,64.983,2.266,107.037,40.775,1497.501
HIST-005,Conveyor,51,2024-01-13 12:00:00,63.677,2.52,103.177,39.413,1515.724
HIST-005,Conveyor,52,2024-01-13 18:00:00,66.808,2.426,100.819,38.798,1489.208
HIST-005,Conveyor,53,2024-01-14 00:00:00,63.613,2.522,103.516,38.844,1520.268
HIST-005,Conveyor,54,2024-01-14 06:00:00,67.97,2.383,94.062,39.193,1521.667
HIST-005,Conveyor,55,2024-01-14 12:00:00,64.368,2.263,92.327,40.028,1511.292
HIST-005,Conveyor,56,2024-01-14 18:00:00,65.041,2.53,98.802,40.222,1485.291
HIST-005,Conveyor,57,2024-01-15 00:00:00,66.517,2.476,95.864,39.714,1467.206
HIST-005,Conveyor,58,2024-01-15 06:00:00,65.048,2.313,99.29,39.365,1516.183
HIST-005,Conveyor,59,2024-01-15 12:00:00,64.404,2.581,100.617,39.473,1501.671
HIST-005,Conveyor,60,2024-01-15 18:00:00,64.94,1.496,102.761,43.762,1488.822
HIST-005,Conveyor,61,2024-01-16 00:00:00,66.788,2.113,96.585,38.844,1517.603
HIST-005,Conveyor,62,2024-01-16 06:00:00,63.674,2.108,101.199,39.163,1487.077
HIST-005,Conveyor,63,2024-01-16 12:00:00,64.748,2.546,100.043,44.941,1493.638
HIST-005,Conveyor,64,2024-01-16 18:00:00,65.021,2.671,101.043,40.632,1507.873
HIST-005,Conveyor,65,2024-01-17 00:00:00,66.729,1.765,98.441,37.93,1483.296
HIST-005,Conveyor,66,2024-01-17 06:00:00,64.8,2.623,104.149,41.264,1498.358
HIST-005,Conveyor,67,2024-01-17 12:00:00,68.617,1.849,99.689,38.635,1516.337
HIST-005,Conveyor,68,2024-01-17 18:00:00,64.687,1.858,105.323,41.364,1503.167
HIST-005,Conveyor,69,2024-01-18 00:00:00,64.525,2.13,97.629,39.684,1518.711
HIST-005,Conveyor,70,2024-01-18 06:00:00,64.658,2.105,102.228,39.34,1517.004
HIST-005,Conveyor,71,2024-01-18 12:00:00,62.367,1.732,99.821,42.414,1500.116
HIST-005,Conveyor,72,2024-01-18 18:00:00,62.927,2.395,99.017,40.85,1464.949
HIST-005,Conveyor,73,2024-01-19 00:00:00,63.939,2.404,101.897,41.459,1483.413
HIST-005,Conveyor,74,2024-01-19 06:00:00,67.272,2.516,99.102,40.652,1511.45
HIST-005,Conveyor,75,2024-01-19 12:00:00,64.934,2.07,92.014,39.333,1476.746
HIST-005,Conveyor,76,2024-01-19 18:00:00,64.031,2.188,90.811,40.917,1495.1
HIST-005,Conveyor,77,2024-01-20 00:00:00,67.453,2.191,103.817,41.814,1505.077
HIST-005,Conveyor,78,2024-01-20 06:00:00,68.102,2.706,103.691,40.202,1522.044
HIST-005,Conveyor,79,2024-01-20 12:00:00,67.511,1.35,105.662,42.702,1491.375
HIST-005,Conveyor,80,2024-01-20 18:00:00,63.294,1.913,99.947,41.276,1490.348
HIST-005,Conveyor,81,2024-01-21 00:00:00,64.01,2.202,96.122,40.318,1499.213
HIST-005,Conveyor,82,2024-01-21 06:00:00,68.627,1.874,98.741,40.377,1505.264
HIST-005,Conveyor,83,2024-01-21 12:00:00,65.482,2.123,100.034,40.206,1497.686
HIST-005,Conveyor,84,2024-01-21 18:00:00,64.465,2.162,96.979,38.123,1515.739
HIST-005,Conveyor,85,2024-01-22 00:00:00,66.437,2.003,104.946,39.865,1488.013
HIST-005,Conveyor,86,2024-01-22 06:00:00,67.015,2.219,106.719,40.332,1501.802
HIST-005,Conveyor,87,2024-01-22 12:00:00,63.857,2.388,101.435,39.376,1506.678
HIST-005,Conveyor,88,2024-01-22 18:00:00,65.439,2.129,99.967,40.507,1493.997
HIST-005,Conveyor,89,2024-01-23 00:00:00,66.853,2.064,96.115,40.032,1512.596
HIST-005,Conveyor,90,2024-01-23 06:00:00,62.679,2.15,104.639,41.161,1502.234
HIST-005,Conveyor,91,2024-01-23 12:00:00,65.025,2.198,100.229,40.995,1511.833
HIST-005,Conveyor,92,2024-01-23 18:00:00,62.771,1.678,99.133,40.251,1502.912
HIST-005,Conveyor,93,2024-01-24 00:00:00,63.033,2.338,101.444,37.949,1505.646
HIST-005,Conveyor,94,2024-01-24 06:00:00,63.874,2.065,98.243,42.686,1490.514
HIST-005,Conveyor,95,2024-01-24 12:00:00,65.954,2.578,100.441,39.787,1490.538
HIST-005,Conveyor,96,2024-01-24 18:00:00,64.356,2.377,95.673,39.879,1518.366
HIST-005,Conveyor,97,2024-01-25 00:00:00,63.703,2.551,103.261,39.486,1509.533
HIST-005,Conveyor,98,2024-01-25 06:00:00,65.103,1.897,99.687,39.267,1484.656
HIST-005,Conveyor,99,2024-01-25 12:00:00,62.706,2.089,103.476,42.316,1502.713
HIST-005,Conveyor,100,2024-01-25 18:00:00,65.858,1.827,99.397,42.079,1464.393
HIST-005,Conveyor,101,2024-01-26 00:00:00,67.263,1.988,99.591,40.667,1491.391
HIST-005,Conveyor,102,2024-01-26 06:00:00,64.842,2.576,96.363,39.839,1514.415
HIST-005,Conveyor,103,2024-01-26 12:00:00,64.595,2.646,102.279,40.929,1498.123
HIST-005,Conveyor,104,2024-01-26 18:00:00,65.747,1.856,97.372,40.111,1501.769
HIST-005,Conveyor,105,2024-01-27 00:00:00,60.943,2.063,98.541,39.715,1454.754
HIST-005,Conveyor,106,2024-01-27 06:00:00,66.074,2.177,100.003,40.507,1494.116
HIST-005,Conveyor,107,2024-01-27 12:00:00,71.204,2.376,100.364,39.338,1505.074
HIST-005,Conveyor,108,2024-01-27 18:00:00,64.755,1.672,94.882,40.378,1506.979
HIST-005,Conveyor,109,2024-01-28 00:00:00,64.762,1.719,99.308,40.306,1514.435
HIST-005,Conveyor,110,2024-01-28 06:00:00,66.487,2.347,102.386,40.904,1496.846
HIST-005,Conveyor,111,2024-01-28 12:00:00,68.291,1.615,98.865,39.071,1497.515
HIST-005,Conveyor,112,2024-01-28 18:00:00,66.95,2.066,99.326,41.065,1480.018
HIST-005,Conveyor,113,2024-01-29 00:00:00,60.689,2.249,100.487,38.641,1496.932
HIST-005,Conveyor,114,2024-01-29 06:00:00,66.127,2.325,99.622,39.141,1481.076
HIST-005,Conveyor,115,2024-01-29 12:00:00,70.144,2.157,96.908,39.207,1472.282
HIST-005,Conveyor,116,2024-01-29 18:00:00,66.245,2.09,99.891,38.392,1483.722
HIST-005,Conveyor,117,2024-01-30 00:00:00,62.691,2.453,102.982,41.523,1522.63
HIST-005,Conveyor,118,2024-01-30 06:00:00,65.564,2.286,96.846,38.546,1495.942
HIST-005,Conveyor,119,2024-01-30 12:00:00,62.439,2.006,98.877,38.952,1503.298
HIST-005,Conveyor,120,2024-01-30 18:00:00,67.466,2.211,95.855,41.883,1492.298
HIST-005,Conveyor,121,2024-01-31 00:00:00,63.088,2.315,102.824,39.144,1473.142
HIST-005,Conveyor,122,2024-01-31 06:00:00,65.148,2.715,99.723,39.718,1514.042
HIST-005,Conveyor,123,2024-01-31 12:00:00,63.284,2.436,97.449,38.482,1467.417
HIST-005,Conveyor,124,2024-01-31 18:00:00,63.907,2.564,100.277,41.249,1491.678
HIST-005,Conveyor,125,2024-02-01 00:00:00,67.972,2.017,96.389,41.27,1499.181
HIST-005,Conveyor,126,2024-02-01 06:00:00,65.207,2.043,96.9,41.108,1503.457
HIST-005,Conveyor,127,2024-02-01 12:00:00,63.882,2.129,95.62,40.806,1489.103
HIST-005,Conveyor,128,2024-02-01 18:00:00,62.71,2.157,96.8,40.11,1472.431
HIST-005,Conveyor,129,2024-02-02 00:00:00,61.257,1.898,104.072,39.213,1487.984
HIST-005,Conveyor,130,2024-02-02 06:00:00,62.497,2.58,97.801,38.778,1488.769
HIST-005,Conveyor,131,2024-02-02 12:00:00,65.224,2.465,101.399,41.935,1488.404
HIST-005,Conveyor,132,2024-02-02 18:00:00,66.96,2.108,97.491,41.147,1514.551
HIST-005,Conveyor,133,2024-02-03 00:00:00,63.879,2.393,102.279,38.96,1481.796
HIST-005,Conveyor,134,2024-02-03 06:00:00,68.141,2.267,96.922,40.06,1504.515
HIST-005,Conveyor,135,2024-02-03 12:00:00,63.565,2.416,100.118,39.55,1502.374
HIST-005,Conveyor,136,2024-02-03 18:00:00,64.524,1.797,100.159,38.308,1514.407
HIST-005,Conveyor,137,2024-02-04 00:00:00,62.841,2.156,106.983,40.266,1498.003
HIST-005,Conveyor,138,2024-02-04 06:00:00,66.982,2.183,101.891,39.377,1511.867
HIST-005,Conveyor,139,2024-02-04 12:00:00,69.195,2.387,98.221,38.571,1497.417
HIST-005,Conveyor,140,2024-02-04 18:00:00,61.476,2.011,102.055,37.781,1506.516
HIST-005,Conveyor,141,2024-02-05 00:00:00,64.308,1.45,106.415,37.654,1477.456
HIST-005,Conveyor,142,2024-02-05 06:00:00,67.53,1.875,95.111,39.443,1460.426
HIST-005,Conveyor,143,2024-02-05 12:00:00,62.106,2.182,97.473,39.872,1505.663
HIST-005,Conveyor,144,2024-02-05 18:00:00,66.133,2.219,99.289,38.687,1506.468
HIST-005,Conveyor,145,2024-02-06 00:00:00,67.443,2.705,98.749,40.976,1507.133
HIST-005,Conveyor,146,2024-02-06 06:00:00,65.156,2.375,99.002,39.902,1492.126
HIST-005,Conveyor,147,2024-02-06 12:00:00,66.101,2.224,96.087,40.865,1522.346
HIST-005,Conveyor,148,2024-02-06 18:00:00,68.522,2.19,104.212,39.726,1493.102
HIST-005,Conveyor,149,2024-02-07 00:00:00,68.897,2.531,95.732,38.819,1506.313
HIST-005,Conveyor,150,2024-02-07 06:00:00,64.876,2.023,99.399,40.171,1508.92
HIST-005,Conveyor,151,2024-02-07 12:00:00,63.935,2.158,103.137,38.106,1525.781
HIST-005,Conveyor,152,2024-02-07 18:00:00,63.16,1.873,99.909,40.809,1495.245
HIST-005,Conveyor,153,2024-02-08 00:00:00,66.954,2.626,97.062,38.594,1490.202
HIST-005,Conveyor,154,2024-02-08 06:00:00,62.256,2.318,95.954,41.377,1477.528
HIST-005,Conveyor,155,2024-02-08 12:00:00,64.495,1.988,99.31,39.492,1523.286
HIST-005,Conveyor,156,2024-02-08 18:00:00,65.205,2.166,97.729,41.594,1506.321
HIST-005,Conveyor,157,2024-02-09 00:00:00,63.994,2.353,100.616,38.316,1506.796
HIST-005,Conveyor,158,2024-02-09 06:00:00,65.56,2.125,95.796,38.983,1546.751
HIST-005,Conveyor,159,2024-02-09 12:00:00,70.129,2.04,102.439,40.571,1504.876
HIST-005,Conveyor,160,2024-02-09 18:00:00,64.757,2.004,100.347,41.756,1480.465
HIST-005,Conveyor,161,2024-02-10 00:00:00,64.129,2.302,100.57,42.5,1497.061
HIST-005,Conveyor,162,2024-02-10 06:00:00,67.031,2.093,104.323,40.062,1485.378
HIST-005,Conveyor,163,2024-02-10 12:00:00,65.479,2.064,98.687,42.757,1494.062
HIST-005,Conveyor,164,2024-02-10 18:00:00,67.879,1.799,97.823,39.566,1493.961
HIST-005,Conveyor,165,2024-02-11 00:00:00,65.329,2.223,98.357,41.648,1491.195
HIST-005,Conveyor,166,2024-02-11 06:00:00,64.503,2.146,99.422,38.587,1479.101
HIST-005,Conveyor,167,2024-02-11 12:00:00,61.433,2.104,99.727,40.63,1523.888
HIST-005,Conveyor,168,2024-02-11 18:00:00,61.761,2.26,97.508,36.487,1504.483
HIST-005,Conveyor,169,2024-02-12 00:00:00,61.329,2.424,93.931,38.318,1496.618
HIST-005,Conveyor,170,2024-02-12 06:00:00,65.759,2.41,98.317,40.7,1511.365
HIST-005,Conveyor,171,2024-02-12 12:00:00,62.276,2.366,101.079,38.031,1507.066
HIST-005,Conveyor,172,2024-02-12 18:00:00,67.511,2.128,100.409,40.64,1504.135
HIST-005,Conveyor,173,2024-02-13 00:00:00,65.06,2.03,103.599,41.36,1510.275
HIST-005,Conveyor,174,2024-02-13 06:00:00,64.512,1.887,105.866,39.248,1502.009
HIST-005,Conveyor,175,2024-02-13 12:00:00,63.312,2.022,102.278,38.547,1510.053
HIST-005,Conveyor,176,2024-02-13 18:00:00,66.245,2.206,104.148,39.289,1511.297
HIST-005,Conveyor,177,2024-02-14 00:00:00,63.391,1.964,102.3,38.551,1502.441
HIST-005,Conveyor,178,2024-02-14 06:00:00,63.029,2.229,105.13,39.848,1496.694
HIST-005,Conveyor,179,2024-02-14 12:00:00,67.377,1.91,105.553,40.153,1522.956
HIST-005,Conveyor,180,2024-02-14 18:00:00,65.709,1.702,102.853,39.541,1492.831
HIST-005,Conveyor,181,2024-02-15 00:00:00,64.53,2.446,102.119,42.512,1505.87
HIST-005,Conveyor,182,2024-02-15 06:00:00,66.283,2.058,99.384,38.825,1413.446
HIST-005,Conveyor,183,2024-02-15 12:00:00,65.018,1.949,99.876,40.606,1549.321
HIST-005,Conveyor,184,2024-02-15 18:00:00,65.766,1.872,98.986,37.872,1402.162
HIST-005,Conveyor,185,2024-02-16 00:00:00,63.366,2.327,101.864,38.953,1521.35
HIST-005,Conveyor,186,2024-02-16 06:00:00,69.141,2.612,97.839,42.064,1500.392
HIST-005,Conveyor,187,2024-02-16 12:00:00,63.841,2.079,99.427,42.234,1503.773
HIST-005,Conveyor,188,2024-02-16 18:00:00,68.112,2.135,92.934,39.755,1522.295
HIST-005,Conveyor,189,2024-02-17 00:00:00,64.622,2.521,105.169,40.433,1440.504
HIST-005,Conveyor,190,2024-02-17 06:00:00,66.614,1.657,99.339,41.114,1452.653
HIST-005,Conveyor,191,2024-02-17 12:00:00,66.468,2.79,101.367,39.158,1556.931
HIST-005,Conveyor,192,2024-02-17 18:00:00,67.294,2.933,104.373,40.421,1418.212
HIST-005,Conveyor,193,2024-02-18 00:00:00,63.319,1.388,100.901,43.862,1322.609
HIST-005,Conveyor,194,2024-02-18 06:00:00,67.151,2.171,104.333,41.907,1535.743
HIST-005,Conveyor,195,2024-02-18 12:00:00,68.693,1.984,96.275,42.228,1436.33
HIST-005,Conveyor,196,2024-02-18 18:00:00,64.483,2.121,107.192,41.219,1531.553
HIST-005,Conveyor,197,2024-02-19 00:00:00,65.069,2.074,103.261,39.531,1591.822
HIST-005,Conveyor,198,2024-02-19 06:00:00,63.953,2.444,100.628,41.16,1499.606
HIST-005,Conveyor,199,2024-02-19 12:00:00,64.307,2.166,104.275,39.95,1567.376
HIST-005,Conveyor,200,2024-02-19 18:00:00,68.423,1.927,96.494,39.75,1530.624
HIST-005,Conveyor,201,2024-02-20 00:00:00,62.992,2.148,99.134,44.201,1607.65
HIST-005,Conveyor,202,2024-02-20 06:00:00,63.116,2.354,104.333,38.918,1444.06
HIST-005,Conveyor,203,2024-02-20 12:00:00,68.222,1.845,94.399,39.983,1513.54
HIST-005,Conveyor,204,2024-02-20 18:00:00,66.249,1.706,101.681,43.24,1555.781
HIST-005,Conveyor,205,2024-02-21 00:00:00,69.241,2.798,101.597,39.795,1460.253
HIST-005,Conveyor,206,2024-02-21 06:00:00,64.099,2.007,105.908,42.387,1595.1
HIST-005,Conveyor,207,2024-02-21 12:00:00,65.253,2.159,95.251,42.708,1463.753
HIST-005,Conveyor,208,2024-02-21 18:00:00,63.679,2.081,104.829,41.492,1651.453
HIST-005,Conveyor,209,2024-02-22 00:00:00,65.287,2.364,98.322,38.93,1629.721
HIST-005,Conveyor,210,2024-02-22 06:00:00,61.452,2.732,98.659,42.48,1501.405
HIST-005,Conveyor,211,2024-02-22 12:00:00,66.37,2.374,96.334,42.468,1567.223
HIST-005,Conveyor,212,2024-02-22 18:00:00,65.647,1.744,96.736,45.855,1566.679
HIST-005,Conveyor,213,2024-02-23 00:00:00,64.885,1.785,101.211,41.02,1436.462
HIST-005,Conveyor,214,2024-02-23 06:00:00,64.219,2.08,96.663,43.618,1412.56
HIST-005,Conveyor,215,2024-02-23 12:00:00,63.21,2.12,102.221,44.489,1579.135
HIST-005,Conveyor,216,2024-02-23 18:00:00,66.455,1.683,98.011,42.655,1517.959
HIST-005,Conveyor,217,2024-02-24 00:00:00,62.658,2.446,96.361,43.63,1465.081
HIST-005,Conveyor,218,2024-02-24 06:00:00,66.024,1.874,98.417,43.661,1500.55
HIST-005,Conveyor,219,2024-02-24 12:00:00,69.149,2.648,101.01,40.901,1321.508
HIST-005,Conveyor,220,2024-02-24 18:00:00,67.971,2.746,99.168,42.809,1481.11
HIST-005,Conveyor,221,2024-02-25 00:00:00,61.99,2.126,100.103,43.394,1462.672
HIST-005,Conveyor,222,2024-02-25 06:00:00,63.927,2.332,102.089,43.815,1566.242
HIST-005,Conveyor,223,2024-02-25 12:00:00,65.843,1.83,103.247,42.315,1545.43
HIST-005,Conveyor,224,2024-02-25 18:00:00,64.859,2.387,99.07,43.897,1551.987
HIST-005,Conveyor,225,2024-02-26 00:00:00,62.201,2.051,96.867,45.743,1526.785
HIST-005,Conveyor,226,2024-02-26 06:00:00,65.771,1.874,100.228,43.288,1390.048
HIST-005,Conveyor,227,2024-02-26 12:00:00,64.98,2.113,101.412,44.879,1551.364
HIST-005,Conveyor,228,2024-02-26 18:00:00,68.829,2.06,95.618,45.023,1540.291
HIST-005,Conveyor,229,2024-02-27 00:00:00,64.494,2.102,97.328,43.911,1567.188
HIST-005,Conveyor,230,2024-02-27 06:00:00,67.336,2.485,97.842,44.119,1671.755
HIST-005,Conveyor,231,2024-02-27 12:00:00,62.466,1.964,99.377,45.562,1384.647
HIST-005,Conveyor,232,2024-02-27 18:00:00,62.944,2.721,97.717,41.865,1472.363
HIST-005,Conveyor,233,2024-02-28 00:00:00,66.443,1.802,102.121,43.65,1443.449
HIST-005,Conveyor,234,2024-02-28 06:00:00,67.167,2.685,95.185,46.482,1529.43
HIST-005,Conveyor,235,2024-02-28 12:00:00,63.085,1.895,95.261,43.806,1493.038
HIST-005,Conveyor,236,2024-02-28 18:00:00,65.048,2.2,98.998,49.357,1460.908
HIST-005,Conveyor,237,2024-02-29 00:00:00,62.237,2.053,99.473,45.91,1559.697
HIST-005,Conveyor,238,2024-02-29 06:00:00,64.638,2.097,95.636,46.658,1445.005
HIST-005,Conveyor,239,2024-02-29 12:00:00,66.674,2.44,98.18,46.322,1441.686
HIST-005,Conveyor,240,2024-02-29 18:00:00,64.13,2.65,98.797,46.281,1426.527
HIST-005,Conveyor,241,2024-03-01 00:00:00,64.502,2.557,98.82,45.603,1496.097
HIST-005,Conveyor,242,2024-03-01 06:00:00,62.74,2.079,100.456,45.27,1427.675
HIST-005,Conveyor,243,2024-03-01 12:00:00,63.703,2.255,98.015,46.3,1492.698
HIST-005,Conveyor,244,2024-03-01 18:00:00,68.516,1.965,104.434,45.156,1486.258
HIST-005,Conveyor,245,2024-03-02 00:00:00,65.146,1.903,101.465,43.722,1451.457
HIST-005,Conveyor,246,2024-03-02 06:00:00,62.995,1.856,97.579,46.932,1546.938
HIST-005,Conveyor,247,2024-03-02 12:00:00,64.37,2.069,100.284,50.834,1496.022
HIST-005,Conveyor,248,2024-03-02 18:00:00,61.805,2.275,100.372,48.548,1576.888
HIST-005,Conveyor,249,2024-03-03 00:00:00,62.972,1.626,103.644,49.587,1461.432
HIST-005,Conveyor,250,2024-03-03 06:00:00,67.721,2.186,98.199,50.28,1495.515
HIST-005,Conveyor,251,2024-03-03 12:00:00,64.715,2.655,102.302,50.115,1457.185
HIST-005,Conveyor,252,2024-03-03 18:00:00,68.781,2.537,100.126,46.86,1514.942
HIST-005,Conveyor,253,2024-03-04 00:00:00,64.809,2.024,104.475,47.809,1520.764
HIST-005,Conveyor,254,2024-03-04 06:00:00,64.928,1.781,103.873,51.557,1466.307
HIST-005,Conveyor,255,2024-03-04 12:00:00,66.282,2.338,100.591,49.672,1528.026
HIST-005,Conveyor,256,2024-03-04 18:00:00,59.655,1.505,99.213,54.178,1459.134
HIST-005,Conveyor,257,2024-03-05 00:00:00,65.41,2.533,101.52,49.866,1550.962
HIST-005,Conveyor,258,2024-03-05 06:00:00,64.902,2.136,99.459,52.98,1487.508
HIST-005,Conveyor,259,2024-03-05 12:00:00,67.972,2.749,105.041,48.89,1567.847
HIST-005,Conveyor,260,2024-03-05 18:00:00,66.929,1.682,100.235,53.008,1497.993
HIST-005,Conveyor,261,2024-03-06 00:00:00,62.733,2.475,98.783,52.904,1607.02
HIST-005,Conveyor,262,2024-03-06 06:00:00,67.484,2.17,98.621,49.351,1416.212
HIST-005,Conveyor,263,2024-03-06 12:00:00,64.475,2.101,96.361,51.231,1412.511
HIST-005,Conveyor,264,2024-03-06 18:00:00,63.191,1.789,101.67,51.389,1438.114
HIST-005,Conveyor,265,2024-03-07 00:00:00,65.394,2.379,97.54,50.161,1393.491
HIST-005,Conveyor,266,2024-03-07 06:00:00,64.594,2.403,103.294,53.713,1412.809
HIST-005,Conveyor,267,2024-03-07 12:00:00,68.077,2.736,96.121,51.053,1560.652
