equipment_id,cycle,timestamp,temperature,vibration,pressure,current,rpm
EQ-004,85,2025-05-22 00:00:00,66.556,1.986,101.792,40.355,1508.861
EQ-004,86,2025-05-22 06:00:00,66.472,1.902,98.112,40.034,1516.92
EQ-004,87,2025-05-22 12:00:00,67.001,2.233,101.454,38.417,1489.747
EQ-004,88,2025-05-22 18:00:00,63.879,2.56,95.44,43.869,1489.984
EQ-004,89,2025-05-23 00:00:00,63.094,2.444,102.806,38.762,1494.47
EQ-004,90,2025-05-23 06:00:00,67.374,2.316,96.534,40.181,1489.658
EQ-004,91,2025-05-23 12:00:00,63.257,2.575,94.077,41.505,1500.997
EQ-004,92,2025-05-23 18:00:00,68.723,2.206,106.787,40.063,1513.389
EQ-004,93,2025-05-24 00:00:00,63.471,1.903,100.405,38.79,1494.551
EQ-004,94,2025-05-24 06:00:00,64.238,2.095,100.322,41.213,1513.928
EQ-004,95,2025-05-24 12:00:00,64.619,2.182,94.39,37.991,1521.015
EQ-004,96,2025-05-24 18:00:00,61.918,2.046,101.868,42.613,1506.466
EQ-004,97,2025-05-25 00:00:00,61.924,2.383,102.658,40.423,1507.882
EQ-004,98,2025-05-25 06:00:00,66.824,2.481,99.402,39.62,1491.091
EQ-004,99,2025-05-25 12:00:00,61.56,1.68,102.67,37.875,1460.655
EQ-004,100,2025-05-25 18:00:00,70.039,2.156,103.512,38.272,1508.786
EQ-004,101,2025-05-26 00:00:00,64.812,1.329,101.577,39.922,1511.947
EQ-004,102,2025-05-26 06:00:00,62.941,2.173,93.501,42.839,1503.637
EQ-004,103,2025-05-26 12:00:00,65.84,2.169,96.545,40.349,1513.647
EQ-004,104,2025-05-26 18:00:00,60.076,2.733,105.061,40.521,1491.776
EQ-004,105,2025-05-27 00:00:00,64.333,2.643,100.247,40.579,1507.778
EQ-004,106,2025-05-27 06:00:00,64.589,2.48,100.261,43.546,1522.082
EQ-004,107,2025-05-27 12:00:00,62.468,1.912,97.505,39.338,1509.985
EQ-004,108,2025-05-27 18:00:00,63.736,1.895,98.088,42.348,1520.141
EQ-004,109,2025-05-28 00:00:00,68.052,1.871,103.578,39.402,1520.237
EQ-004,110,2025-05-28 06:00:00,65.367,2.658,104.495,38.945,1481.679
EQ-004,111,2025-05-28 12:00:00,65.799,1.927,102.392,39.881,1510.788
EQ-004,112,2025-05-28 18:00:00,63.426,2.084,101.655,39.873,1490.521
EQ-004,113,2025-05-29 00:00:00,62.353,1.93,101.88,40.843,1483.388
EQ-004,114,2025-05-29 06:00:00,64.518,1.823,99.789,36.514,1495.715
EQ-004,115,2025-05-29 12:00:00,60.085,2.3,96.389,40.222,1526.312
EQ-004,116,2025-05-29 18:00:00,62.806,2.246,95.741,39.102,1491.843
EQ-004,117,2025-05-30 00:00:00,62.495,1.533,103.944,38.914,1473.627
EQ-004,118,2025-05-30 06:00:00,60.922,1.809,99.901,38.056,1478.331
EQ-004,119,2025-05-30 12:00:00,66.298,2.277,101.431,39.453,1507.176
EQ-004,120,2025-05-30 18:00:00,64.739,2.178,100.632,39.225,1488.618
EQ-004,121,2025-05-31 00:00:00,63.761,2.08,100.784,39.36,1469.352
EQ-004,122,2025-05-31 06:00:00,66.342,2.382,101.035,37.542,1478.923
EQ-004,123,2025-05-31 12:00:00,61.711,1.767,102.092,40.147,1502.504
EQ-004,124,2025-05-31 18:00:00,62.313,2.022,97.697,38.813,1511.692
EQ-004,125,2025-06-01 00:00:00,67.235,2.355,103.547,37.547,1493.314
EQ-004,126,2025-06-01 06:00:00,69.563,2.005,97.787,39.178,1509.735
EQ-004,127,2025-06-01 12:00:00,66.368,2.294,100.718,38.839,1513.724
EQ-004,128,2025-06-01 18:00:00,65.943,1.856,96.451,40.062,1488.244
EQ-004,129,2025-06-02 00:00:00,63.836,1.953,99.5,39.158,1498.182
EQ-004,130,2025-06-02 06:00:00,63.882,1.665,98.021,37.826,1490.993
EQ-004,131,2025-06-02 12:00:00,65.455,1.583,100.073,38.667,1508.083
EQ-004,132,2025-06-02 18:00:00,67.746,2.057,102.206,37.41,1490.816
EQ-004,133,2025-06-03 00:00:00,65.853,2.335,100.228,41.706,1481.802
EQ-004,134,2025-06-03 06:00:00,66.916,2.166,105.883,41.947,1500.789
EQ-004,135,2025-06-03 12:00:00,63.168,2.548,102.388,42.128,1516.655
EQ-004,136,2025-06-03 18:00:00,66.234,2.082,99.315,39.115,1507.659
EQ-004,137,2025-06-04 00:00:00,63.657,1.564,99.742,41.946,1515.103
EQ-004,138,2025-06-04 06:00:00,65.28,2.303,101.133,40.61,1513.785
EQ-004,139,2025-06-04 12:00:00,66.232,1.876,102.113,38.767,1500.632
EQ-004,140,2025-06-04 18:00:00,63.938,2.238,96.298,39.057,1491.038
EQ-004,141,2025-06-05 00:00:00,62.966,1.514,101.91,39.742,1486.954
EQ-004,142,2025-06-05 06:00:00,65.725,2.117,96.376,40.154,1476.201
EQ-004,143,2025-06-05 12:00:00,64.73,2.411,101.62,40.544,1517.843
EQ-004,144,2025-06-05 18:00:00,65.272,2.374,103.3,39.997,1495.041
EQ-004,145,2025-06-06 00:00:00,66.314,2.125,100.899,39.477,1474.428
EQ-004,146,2025-06-06 06:00:00,67.615,2.185,93.023,42.028,1518.515
EQ-004,147,2025-06-06 12:00:00,66.327,2.051,94.653,39.829,1501.414
EQ-004,148,2025-06-06 18:00:00,66.064,2.111,101.688,39.743,1514.517
EQ-004,149,2025-06-07 00:00:00,63.999,2.388,92.639,39.674,1496.077
EQ-004,150,2025-06-07 06:00:00,64.306,1.975,101.83,39.83,1488.101
EQ-004,151,2025-06-07 12:00:00,65.909,2.004,102.954,37.956,1506.686
EQ-004,152,2025-06-07 18:00:00,64.274,1.726,103.406,38.495,1507.93
EQ-004,153,2025-06-08 00:00:00,65.901,2.394,99.276,43.669,1495.801
EQ-004,154,2025-06-08 06:00:00,63.369,2.104,101.316,37.524,1519.703
EQ-004,155,2025-06-08 12:00:00,68.859,1.821,100.627,40.408,1514.182
EQ-004,156,2025-06-08 18:00:00,65.387,2.447,95.582,40.514,1508.471
EQ-004,157,2025-06-09 00:00:00,65.256,2.17,102.235,41.519,1483.35
EQ-004,158,2025-06-09 06:00:00,64.035,1.961,104.171,40.55,1481.237
EQ-004,159,2025-06-09 12:00:00,68.826,2.451,102.068,42.836,1517.985
EQ-004,160,2025-06-09 18:00:00,62.493,2.081,98.492,40.359,1467.175
EQ-004,161,2025-06-10 00:00:00,63.594,1.713,102.22,42.022,1498.635
EQ-005,1,2025-05-01 00:00:00,64.64,1.941,100.683,40.232,1502.591
EQ-005,2,2025-05-01 06:00:00,63.347,2.074,99.883,40.185,1501.823
EQ-005,3,2025-05-01 12:00:00,64.819,2.118,103.897,40.791,1495.661
EQ-005,4,2025-05-01 18:00:00,69.221,2.547,101.914,39.754,1530.047
EQ-005,5,2025-05-02 00:00:00,63.485,1.776,95.653,39.911,1497.152
EQ-005,6,2025-05-02 06:00:00,68.062,2.191,97.502,40.684,1502.239
EQ-005,7,2025-05-02 12:00:00,61.49,2.035,98.151,41.213,1475.268
EQ-005,8,2025-05-02 18:00:00,63.278,2.71,100.541,40.747,1490.455
EQ-005,9,2025-05-03 00:00:00,63.915,2.465,99.493,42.191,1491.739
EQ-005,10,2025-05-03 06:00:00,66.898,2.272,99.48,40.037,1507.294
EQ-005,11,2025-05-03 12:00:00,65.111,2.491,108.453,37.979,1488.372
EQ-005,12,2025-05-03 18:00:00,67.62,1.804,98.461,41.632,1500.725
EQ-005,13,2025-05-04 00:00:00,64.335,2.808,104.173,39.632,1490.905
EQ-005,14,2025-05-04 06:00:00,64.892,1.947,99.558,38.847,1483.49
EQ-005,15,2025-05-04 12:00:00,64.343,2.577,93.464,41.069,1482.881
EQ-005,16,2025-05-04 18:00:00,69.053,2.365,100.574,40.556,1497.399
EQ-005,17,2025-05-05 00:00:00,62.76,2.279,103.358,38.082,1501.546
EQ-005,18,2025-05-05 06:00:00,63.984,2.565,101.9,41.006,1497.094
EQ-005,19,2025-05-05 12:00:00,63.044,2.499,100.768,42.811,1487.507
EQ-005,20,2025-05-05 18:00:00,66.147,2.232,100.071,40.485,1497.934
EQ-005,21,2025-05-06 00:00:00,62.718,2.074,98.516,39.616,1495.159
EQ-005,22,2025-05-06 06:00:00,68.644,2.237,102.689,37.496,1484.372
EQ-005,23,2025-05-06 12:00:00,65.161,2.169,98.697,43.077,1501.246
EQ-005,24,2025-05-06 18:00:00,65.825,2.306,98.079,39.225,1527.155
EQ-005,25,2025-05-07 00:00:00,65.926,2.506,101.232,37.888,1497.756
EQ-005,26,2025-05-07 06:00:00,64.96,2.341,99.1,40.166,1478.084
EQ-005,27,2025-05-07 12:00:00,65.243,2.255,103.843,41.512,1522.028
EQ-005,28,2025-05-07 18:00:00,65.169,2.004,101.402,41.854,1518.857
EQ-005,29,2025-05-08 00:00:00,66.038,2.297,97.666,38.992,1521.488
EQ-005,30,2025-05-08 06:00:00,63.355,1.691,96.566,39.852,1499.367
EQ-005,31,2025-05-08 12:00:00,63.016,1.961,98.279,40.001,1488.247
EQ-005,32,2025-05-08 18:00:00,66.642,2.382,107.014,41.465,1486.605
EQ-005,33,2025-05-09 00:00:00,64.996,2.466,99.287,40.889,1517.118
EQ-005,34,2025-05-09 06:00:00,60.987,2.194,102.275,40.406,1524.088
EQ-005,35,2025-05-09 12:00:00,64.05,2.26,96.083,41.372,1486.194
EQ-005,36,2025-05-09 18:00:00,68.06,2.311,96.751,37.957,1462.198
EQ-005,37,2025-05-10 00:00:00,64.679,2.404,99.435,40.631,1499.733
EQ-005,38,2025-05-10 06:00:00,63.938,2.14,105.103,40.332,1486.436
EQ-005,39,2025-05-10 12:00:00,62.01,1.905,96.128,39.925,1489.391
EQ-005,40,2025-05-10 18:00:00,63.864,2.316,98.111,39.625,1496.427
EQ-005,41,2025-05-11 00:00:00,62.672,2.787,102.705,40.201,1506.148
EQ-005,42,2025-05-11 06:00:00,65.858,1.923,104.778,39.145,1488.286
EQ-005,43,2025-05-11 12:00:00,65.099,2.162,101.312,44.091,1502.041
EQ-005,44,2025-05-11 18:00:00,64.273,2.084,102.028,42.038,1498.108
EQ-005,45,2025-05-12 00:00:00,63.476,2.924,97.309,41.639,1465.42
EQ-005,46,2025-05-12 06:00:00,68.053,1.912,96.031,39.205,1508.175
EQ-005,47,2025-05-12 12:00:00,63.589,2.152,96.563,38.564,1493.235
EQ-005,48,2025-05-12 18:00:00,63.597,2.091,97.38,39.682,1481.042
EQ-005,49,2025-05-13 00:00:00,64.514,1.824,100.677,40.171,1489.11
EQ-005,50,2025-05-13 06:00:00,64.794,1.807,96.341,37.827,1503.044
EQ-005,51,2025-05-13 12:00:00,65.964,2.371,100.751,40.72,1500.693
EQ-005,52,2025-05-13 18:00:00,66.861,2.413,99.054,41.623,1509.666
EQ-005,53,2025-05-14 00:00:00,66.711,2.032,98.312,36.646,1506.549
EQ-005,54,2025-05-14 06:00:00,69.86,2.623,102.655,38.649,1482.426
EQ-005,55,2025-05-14 12:00:00,61.614,1.525,97.123,41.842,1455.685
EQ-005,56,2025-05-14 18:00:00,65.462,1.822,104.307,40.561,1501.814
EQ-005,57,2025-05-15 00:00:00,63.959,1.953,102.493,38.701,1509.464
EQ-005,58,2025-05-15 06:00:00,69.02,2.197,97.03,41.103,1496.963
EQ-005,59,2025-05-15 12:00:00,65.351,2.065,103.607,39.109,1509.909
EQ-005,60,2025-05-15 18:00:00,60.941,2.14,96.675,39.646,1484.975
EQ-005,61,2025-05-16 00:00:00,65.868,2.346,103.879,38.292,1494.81
EQ-005,62,2025-05-16 06:00:00,65.534,2.637,100.999,40.025,1486.191
EQ-005,63,2025-05-16 12:00:00,66.515,2.441,95.263,41.527,1510.459
EQ-005,64,2025-05-16 18:00:00,63.553,2.217,96.114,39.284,1486.344
EQ-005,65,2025-05-17 00:00:00,65.656,2.176,98.785,40.968,1530.898
EQ-005,66,2025-05-17 06:00:00,64.459,2.53,102.603,39.925,1492.47
EQ-005,67,2025-05-17 12:00:00,63.657,2.765,99.488,41.619,1511.973
EQ-005,68,2025-05-17 18:00:00,65.685,2.391,99.413,39.305,1492.663
EQ-005,69,2025-05-18 00:00:00,65.306,2.053,100.121,42.333,1520.064
EQ-005,70,2025-05-18 06:00:00,67.1,2.278,94.015,41.022,1519.493
EQ-005,71,2025-05-18 12:00:00,65.054,2.374,102.473,40.366,1495.144
EQ-005,72,2025-05-18 18:00:00,66.208,2.033,104.019,40.421,1504.12
EQ-005,73,2025-05-19 00:00:00,62.585,2.46,102.368,39.303,1519.109
EQ-005,74,2025-05-19 06:00:00,67.789,2.279,98.73,39.206,1504.565
EQ-005,75,2025-05-19 12:00:00,63.446,2.549,97.345,40.393,1486.189
EQ-005,76,2025-05-19 18:00:00,66.806,1.907,96.754,38.202,1501.051
EQ-005,77,2025-05-20 00:00:00,65.526,1.678,96.601,39.097,1488.777
EQ-005,78,2025-05-20 06:00:00,65.273,2.082,106.794,38.594,1502.265
EQ-005,79,2025-05-20 12:00:00,66.521,2.207,99.764,40.858,1488.188
EQ-005,80,2025-05-20 18:00:00,60.72,1.66,102.714,40.881,1505.592
EQ-005,81,2025-05-21 00:00:00,63.853,2.017,102.549,41.902,1473.168
EQ-005,82,2025-05-21 06:00:00,66.492,2.585,100.428,39.498,1483.17
EQ-005,83,2025-05-21 12:00:00,68.844,2.36,97.205,38.788,1488.102
EQ-005,84,2025-05-21 18:00:00,64.951,2.241,101.556,37.796,1497.597
EQ-005,85,2025-05-22 00:00:00,60.125,1.883,96.752,40.406,1477.319
EQ-005,86,2025-05-22 06:00:00,64.366,2.575,101.807,42.095,1486.748
EQ-005,87,2025-05-22 12:00:00,64.88,2.075,96.889,39.888,1511.672
EQ-005,88,2025-05-22 18:00:00,67.219,2.228,98.692,40.04,1513.457
EQ-005,89,2025-05-23 00:00:00,65.097,2.322,98.686,39.991,1461.996
EQ-005,90,2025-05-23 06:00:00,62.447,2.251,104.197,40.381,1491.199
EQ-005,91,2025-05-23 12:00:00,66.927,2.648,92.698,41.496,1519.123
EQ-005,92,2025-05-23 18:00:00,66.137,2.373,106.992,42.879,1505.791
EQ-005,93,2025-05-24 00:00:00,63.602,2.302,97.582,40.747,1506.11
EQ-005,94,2025-05-24 06:00:00,66.44,2.174,99.63,40.846,1508.462
EQ-005,95,2025-05-24 12:00:00,63.907,2.33,101.24,39.641,1485.616
EQ-005,96,2025-05-24 18:00:00,64.404,2.137,100.983,39.838,1503.21
EQ-005,97,2025-05-25 00:00:00,63.941,2.257,102.531,39.818,1507.076
EQ-005,98,2025-05-25 06:00:00,64.38,2.097,101.831,39.451,1501.606
EQ-005,99,2025-05-25 12:00:00,66.814,2.05,106.111,40.191,1494.096
EQ-005,100,2025-05-25 18:00:00,61.428,1.925,102.195,40.937,1499.279
EQ-005,101,2025-05-26 00:00:00,67.208,2.119,99.648,40.095,1482.898
EQ-005,102,2025-05-26 06:00:00,65.353,2.099,98.341,39.579,1509.212
EQ-005,103,2025-05-26 12:00:00,64.22,2.749,98.263,40.189,1478.47
EQ-005,104,2025-05-26 18:00:00,65.042,2.498,103.88,38.56,1487.756
EQ-005,105,2025-05-27 00:00:00,63.182,2.16,105.266,41.205,1510.227
EQ-005,106,2025-05-27 06:00:00,61.737,2.073,103.012,39.38,1504.354
EQ-005,107,2025-05-27 12:00:00,63.238,2.385,90.507,38.268,1492.738
EQ-005,108,2025-05-27 18:00:00,61.209,2.783,93.259,40.693,1474.313
EQ-005,109,2025-05-28 00:00:00,62.295,2.439,99.977,40.767,1499.308
EQ-005,110,2025-05-28 06:00:00,61.754,1.684,99.5,38.71,1490.547
EQ-005,111,2025-05-28 12:00:00,67.448,2.459,100.06,40.935,1507.206
EQ-005,112,2025-05-28 18:00:00,62.432,2.512,103.755,40.951,1492.251
EQ-005,113,2025-05-29 00:00:00,64.918,2.86,103.606,42.962,1473.74
EQ-005,114,2025-05-29 06:00:00,67.233,2.125,100.525,39.647,1479.244
EQ-005,115,2025-05-29 12:00:00,66.7,2.242,95.428,39.918,1493.595
EQ-005,116,2025-05-29 18:00:00,64.41,2.335,96.312,39.09,1501.632
EQ-005,117,2025-05-30 00:00:00,64.419,1.971,100.202,40.741,1482.542
EQ-005,118,2025-05-30 06:00:00,65.36,1.944,101.25,39.993,1488.623
EQ-005,119,2025-05-30 12:00:00,69.224,2.32,96.348,41.482,1511.887
EQ-005,120,2025-05-30 18:00:00,65.826,1.737,101.982,39.349,1516.645
EQ-005,121,2025-05-31 00:00:00,66.336,1.805,94.743,40.708,1504.154
EQ-005,122,2025-05-31 06:00:00,69.533,2.445,92.011,39.643,1495.724
EQ-005,123,2025-05-31 12:00:00,65.556,2.349,97.375,37.236,1490.679
EQ-005,124,2025-05-31 18:00:00,67.296,2.575,104.119,40.942,1508.088
EQ-005,125,2025-06-01 00:00:00,65.955,2.339,104.567,37.378,1495.254
EQ-005,126,2025-06-01 06:00:00,65.926,2.203,95.215,39.761,1513.802
EQ-005,127,2025-06-01 12:00:00,63.073,2.587,95.445,39.784,1514.59
EQ-005,128,2025-06-01 18:00:00,62.742,2.073,102.283,39.275,1496.63
EQ-005,129,2025-06-02 00:00:00,63.975,2.1,98.678,41.552,1515.56
EQ-005,130,2025-06-02 06:00:00,66.764,2.181,104.099,41.456,1448.918
EQ-005,131,2025-06-02 12:00:00,66.669,2.335,102.234,39.975,1438.017
EQ-005,132,2025-06-02 18:00:00,67.666,2.18,102.749,40.759,1495.407
EQ-005,133,2025-06-03 00:00:00,64.978,1.754,97.534,44.422,1471.816
EQ-005,134,2025-06-03 06:00:00,66.075,2.12,101.331,39.334,1514.88
EQ-005,135,2025-06-03 12:00:00,66.084,2.191,106.049,38.285,1575.62
EQ-005,136,2025-06-03 18:00:00,64.785,2.234,100.427,38.379,1523.986
EQ-005,137,2025-06-04 00:00:00,64.357,2.065,99.865,41.616,1516.585
EQ-005,138,2025-06-04 06:00:00,62.03,2.352,98.693,39.21,1537.82
EQ-005,139,2025-06-04 12:00:00,64.695,1.717,95.194,39.111,1266.589
EQ-005,140,2025-06-04 18:00:00,64.792,2.325,96.703,37.892,1460.265
EQ-005,141,2025-06-05 00:00:00,67.269,2.738,97.325,41.892,1543.463
EQ-005,142,2025-06-05 06:00:00,67.466,2.018,95.067,41.287,1443.091
EQ-005,143,2025-06-05 12:00:00,65.291,2.217,95.37,39.044,1545.918
EQ-005,144,2025-06-05 18:00:00,69.127,2.126,92.655,41.254,1575.871
EQ-005,145,2025-06-06 00:00:00,65.38,2.131,97.652,37.511,1497.323
EQ-005,146,2025-06-06 06:00:00,67.066,1.891,102.026,41.329,1462.975
EQ-005,147,2025-06-06 12:00:00,64.8,2.797,99.05,42.201,1469.817
EQ-005,148,2025-06-06 18:00:00,62.72,2.316,99.064,40.461,1501.944
EQ-005,149,2025-06-07 00:00:00,64.15,1.999,102.3,42.25,1518.664
EQ-005,150,2025-06-07 06:00:00,67.948,1.965,105.067,38.738,1368.578
EQ-005,151,2025-06-07 12:00:00,64.472,2.218,106.82,40.266,1445.548
EQ-005,152,2025-06-07 18:00:00,64.067,1.55,100.434,41.908,1430.533
EQ-005,153,2025-06-08 00:00:00,64.992,2.516,99.155,43.163,1340.37
EQ-005,154,2025-06-08 06:00:00,64.221,2.046,98.761,43.565,1485.823
EQ-005,155,2025-06-08 12:00:00,67.388,2.317,101.774,41.514,1384.149
EQ-005,156,2025-06-08 18:00:00,68.771,2.331,99.531,39.175,1487.977
EQ-005,157,2025-06-09 00:00:00,65.012,2.49,99.542,40.962,1476.058
EQ-005,158,2025-06-09 06:00:00,66.081,2.348,99.741,44.894,1525.926
EQ-005,159,2025-06-09 12:00:00,66.944,2.423,97.174,39.547,1478.373
EQ-005,160,2025-06-09 18:00:00,65.217,2.506,93.003,39.63,1406.508
EQ-005,161,2025-06-10 00:00:00,63.244,2.101,97.992,44.573,1514.049
EQ-005,162,2025-06-10 06:00:00,64.181,2.845,104.372,41.78,1637.459
EQ-005,163,2025-06-10 12:00:00,65.824,2.306,104.231,47.638,1565.017
EQ-005,164,2025-06-10 18:00:00,65.788,2.192,102.819,46.71,1566.27
EQ-005,165,2025-06-11 00:00:00,61.416,1.948,98.519,43.964,1465.66
EQ-005,166,2025-06-11 06:00:00,64.127,2.138,97.628,44.263,1478.259
EQ-005,167,2025-06-11 12:00:00,63.526,2.321,104.874,40.366,1464.469
EQ-005,168,2025-06-11 18:00:00,66.765,2.229,96.751,45.125,1511.03
EQ-005,169,2025-06-12 00:00:00,63.604,2.748,100.118,40.037,1409.408
EQ-005,170,2025-06-12 06:00:00,64.078,2.083,105.068,42.192,1486.793
EQ-005,171,2025-06-12 12:00:00,64.008,2.404,100.372,45.115,1465.555
EQ-005,172,2025-06-12 18:00:00,66.583,1.862,99.12,44.83,1378.799
EQ-005,173,2025-06-13 00:00:00,66.938,2.855,103.48,42.914,1474.861
EQ-005,174,2025-06-13 06:00:00,65.987,1.842,100.216,44.824,1559.318
EQ-005,175,2025-06-13 12:00:00,67.213,2.822,100.589,43.485,1516.51
EQ-005,176,2025-06-13 18:00:00,67.471,2.159,104.544,43.532,1279.675
EQ-005,177,2025-06-14 00:00:00,61.379,1.53,92.365,43.872,1450.5
EQ-005,178,2025-06-14 06:00:00,66.184,2.606,101.077,44.894,1540.115
EQ-005,179,2025-06-14 12:00:00,64.26,2.225,97.701,45.558,1488.773
EQ-005,180,2025-06-14 18:00:00,62.487,2.064,99.378,44.997,1541.945
EQ-005,181,2025-06-15 00:00:00,64.361,2.393,100.339,46.617,1471.713
EQ-005,182,2025-06-15 06:00:00,66.462,2.399,97.974,45.448,1519.829
EQ-005,183,2025-06-15 12:00:00,67.91,2.324,100.686,47.088,1502.292
EQ-005,184,2025-06-15 18:00:00,62.31,2.541,101.156,45.9,1441.5
EQ-005,185,2025-06-16 00:00:00,66.237,2.276,100.61,47.503,1539.731
EQ-005,186,2025-06-16 06:00:00,68.931,2.395,100.334,47.182,1586.752
EQ-005,187,2025-06-16 12:00:00,68.662,2.043,99.647,46.715,1483.705
EQ-005,188,2025-06-16 18:00:00,58.093,2.43,99.706,46.989,1500.333
EQ-005,189,2025-06-17 00:00:00,69.358,2.045,100.238,47.509,1424.355
EQ-005,190,2025-06-17 06:00:00,66.922,1.863,97.173,50.083,1537.432
EQ-005,191,2025-06-17 12:00:00,60.385,2.138,103.81,47.698,1465.813
EQ-005,192,2025-06-17 18:00:00,63.469,2.117,99.727,49.272,1532.282
EQ-005,193,2025-06-18 00:00:00,67.516,2.478,98.79,46.963,1532.862
EQ-005,194,2025-06-18 06:00:00,65.721,1.764,101.188,47.758,1566.752
EQ-005,195,2025-06-18 12:00:00,63.852,2.528,99.656,48.012,1558.235
EQ-005,196,2025-06-18 18:00:00,65.133,2.013,103.728,47.132,1551.438
EQ-005,197,2025-06-19 00:00:00,66.092,1.461,102.684,50.596,1425.796
EQ-005,198,2025-06-19 06:00:00,63.841,1.838,100.279,50.026,1466.886
EQ-005,199,2025-06-19 12:00:00,64.746,2.108,102.817,50.042,1385.963
EQ-005,200,2025-06-19 18:00:00,66.794,2.333,100.706,48.995,1433.698
EQ-005,201,2025-06-20 00:00:00,63.598,2.16,96.538,49.26,1581.639
EQ-005,202,2025-06-20 06:00:00,62.286,1.837,102.67,51.49,1429.567
EQ-005,203,2025-06-20 12:00:00,63.725,1.966,94.299,46.871,1426.841
EQ-005,204,2025-06-20 18:00:00,63.222,1.842,89.449,49.605,1483.37
EQ-005,205,2025-06-21 00:00:00,63.79,2.278,102.094,52.412,1439.944
EQ-005,206,2025-06-21 06:00:00,61.545,2.173,101.331,51.911,1647.483
EQ-005,207,2025-06-21 12:00:00,65.471,2.384,101.13,50.851,1486.103
EQ-005,208,2025-06-21 18:00:00,66.735,1.669,104.169,50.473,1497.761
EQ-005,209,2025-06-22 00:00:00,63.377,2.04,99.926,49.062,1463.605
EQ-005,210,2025-06-22 06:00:00,63.696,2.809,98.865,50.9,1408.89
EQ-005,211,2025-06-22 12:00:00,64.625,2.392,102.39,53.014,1434.309
EQ-005,212,2025-06-22 18:00:00,63.177,2.111,97.859,54.627,1459.922
EQ-005,213,2025-06-23 00:00:00,66.968,1.904,99.286,50.997,1466.107
EQ-005,214,2025-06-23 06:00:00,63.223,2.532,100.758,52.248,1380.592
EQ-005,215,2025-06-23 12:00:00,63.948,2.66,100.998,52.979,1512.388
EQ-005,216,2025-06-23 18:00:00,63.473,1.855,99.001,51.099,1469.805
EQ-005,217,2025-06-24 00:00:00,67.015,1.884,98.529,56.109,1416.254
EQ-005,218,2025-06-24 06:00:00,64.538,2.284,96.64,50.14,1492.328
EQ-005,219,2025-06-24 12:00:00,68.986,2.312,97.638,54.74,1561.053
EQ-005,220,2025-06-24 18:00:00,65.708,2.345,105.457,54.325,1567.716
EQ-005,221,2025-06-25 00:00:00,67.317,2.753,99.203,56.009,1346.558
EQ-005,222,2025-06-25 06:00:00,64.351,1.909,100.568,54.24,1445.61
EQ-005,223,2025-06-25 12:00:00,63.115,2.212,95.526,55.498,1431.429
EQ-005,224,2025-06-25 18:00:00,64.934,2.416,107.69,54.793,1450.283
EQ-005,225,2025-06-26 00:00:00,63.642,2.413,97.416,56.819,1598.647
EQ-005,226,2025-06-26 06:00:00,61.003,2.006,96.475,58.42,1459.868
EQ-005,227,2025-06-26 12:00:00,67.027,2.018,99.816,53.973,1450.909
EQ-005,228,2025-06-26 18:00:00,65.065,2.062,97.323,52.422,1450.987
EQ-005,229,2025-06-27 00:00:00,63.599,2.711,101.095,53.648,1597.588
EQ-005,230,2025-06-27 06:00:00,65.753,1.906,95.465,54.54,1341.691
EQ-005,231,2025-06-27 12:00:00,65.094,2.103,103.411,56.172,1466.972
EQ-005,232,2025-06-27 18:00:00,67.82,2.433,102.82,56.617,1456.554
EQ-005,233,2025-06-28 00:00:00,65.866,1.873,99.644,57.103,1414.362
EQ-005,234,2025-06-28 06:00:00,64.686,2.277,95.033,59.054,1581.943
EQ-005,235,2025-06-28 12:00:00,66.387,1.63,97.563,59.135,1428.393
EQ-005,236,2025-06-28 18:00:00,64.928,2.258,100.188,58.714,1472.632
EQ-005,237,2025-06-29 00:00:00,65.368,2.216,96.368,57.986,1503.616
EQ-005,238,2025-06-29 06:00:00,67.452,2.249,96.857,61.729,1446.161
EQ-005,239,2025-06-29 12:00:00,62.663,1.939,103.148,59.587,1424.923
EQ-006,1,2025-05-01 00:00:00,66.179,2.489,101.564,38.801,1498.127
EQ-006,2,2025-05-01 06:00:00,64.282,1.951,99.0,40.361,1526.586
EQ-006,3,2025-05-01 12:00:00,68.423,2.513,103.513,38.035,1498.452
EQ-006,4,2025-05-01 18:00:00,65.021,2.49,99.592,40.224,1520.742
EQ-006,5,2025-05-02 00:00:00,64.795,2.218,101.805,38.591,1501.672
EQ-006,6,2025-05-02 06:00:00,66.081,2.828,100.835,47.511,1500.687
EQ-006,7,2025-05-02 12:00:00,63.71,2.535,98.789,40.908,1494.684
EQ-006,8,2025-05-02 18:00:00,64.001,2.214,102.499,41.996,1496.084
EQ-006,9,2025-05-03 00:00:00,66.08,2.157,96.348,39.626,1513.346
EQ-006,10,2025-05-03 06:00:00,66.464,2.07,98.339,40.599,1489.041
EQ-006,11,2025-05-03 12:00:00,66.194,2.161,98.758,41.358,1514.396
EQ-006,12,2025-05-03 18:00:00,64.84,2.169,101.145,38.391,1521.613
EQ-006,13,2025-05-04 00:00:00,65.541,2.104,101.892,38.991,1491.123
EQ-006,14,2025-05-04 06:00:00,66.921,2.136,97.554,41.459,1518.12
EQ-006,15,2025-05-04 12:00:00,62.812,1.842,97.132,39.673,1515.724
EQ-006,16,2025-05-04 18:00:00,65.003,2.03,100.236,38.879,1513.038
